protein_id,target_dG,predicted_dG,error,sq_error,E_activation,q_unf,q_ts,q_fold,barrier_warning,status,failure_reason
2trx_A,18.4,8.324459092472132,-10.075540907527866,101.51652457926745,0.0,53,54,74,barrier_below_unfolded,ok,
2vnd_A,6.5,0.8579511756339286,-5.642048824366071,31.832714936530568,0.0,103,104,113,barrier_below_unfolded,ok,
2za4_B,9.99,2.114269028364504,-7.875730971635496,62.0271383375786,0.0,44,45,53,barrier_below_unfolded,ok,
3aa3_A,3.22,4.719923716987225,1.4999237169872246,2.249771156780772,0.0,77,78,95,barrier_below_unfolded,ok,
3bet_A,2.15,1.3686483096073516,-0.7813516903926483,0.6105104640794489,0.0,128,129,143,barrier_below_unfolded,ok,
3fqy_A,14.9,5.938129400285703,-8.961870599714297,80.31512464602349,0.0,63,64,82,barrier_below_unfolded,ok,
3hnk_A,3.08,4.23622140720402,1.1562214072040202,1.3368479424768447,0.0,52,53,68,barrier_below_unfolded,ok,
3kvd_D,16.6,-0.059604803835028974,-16.65960480383503,277.54243221996325,0.027265611910181065,120,122,123,,ok,
3l0s_A,9.7,6.588181181213315,-3.111818818786684,9.683416360954954,0.0,111,112,140,barrier_below_unfolded,ok,
3lyz_A,10.2,6.805468555737491,-3.3945314442625083,11.52284372608691,0.0,64,65,86,barrier_below_unfolded,ok,
4cnr_A,14.44,6.173858873341487,-8.266141126658512,68.32908912583525,0.0,128,129,156,barrier_below_unfolded,ok,
4o9s_A,30.19,1.3005709305955122,-28.88942906940449,834.5991119561531,0.0,87,88,98,barrier_below_unfolded,ok,
4orr_A,3.1,11.891045621266755,8.791045621266756,77.2824831151934,0.0,80,81,109,barrier_below_unfolded,ok,
5bv8_A,10.7,0.4143003875310143,-10.285699612468985,105.79561651794462,0.0,104,105,110,barrier_below_unfolded,ok,
6egz_A,4.3,5.280540583132407,0.9805405831324068,0.9614598351696403,0.0,53,54,68,barrier_below_unfolded,ok,
6hfo_A,14.2,-0.06778697788409005,-14.26778697788409,203.56974524627879,0.02434013703250315,74,76,77,,ok,
6kwc_A,26.9,8.879487030498979,-18.02051296950102,324.7388876839545,0.0,95,96,123,barrier_below_unfolded,ok,
8bu0_A,25.1,35.534404309565616,10.434404309565615,108.87679329548148,0.0,67,68,102,barrier_below_unfolded,ok,
8bv9_A,6.86,0.039386489395099034,-6.820613510604901,46.52076866104611,0.0,46,47,49,barrier_below_unfolded,ok,
8kfh_A,11.8,5.104289743210444,-6.695710256789557,44.83253584287687,0.0,79,80,97,barrier_below_unfolded,ok,
8r85_A,10.74,16.750129091587013,6.010129091587013,36.12165169754053,0.0,92,93,136,barrier_below_unfolded,ok,
9rnt_A,6.8,7.264222785646567,0.4642227856465668,0.21550279471345832,0.0,51,52,72,barrier_below_unfolded,ok,
