protein_id,target_dG,predicted_dG,error,sq_error,E_activation,q_unf,q_ts,q_fold,barrier_warning,status,failure_reason
1sh7_A,15.5,21.63859296994889,6.138592969948888,37.68232365070591,0.0,140,141,197,barrier_below_unfolded,ok,
1tmy_A,9.54,6.980560464014488,-2.5594395359855113,6.550730738365729,0.0,58,59,79,barrier_below_unfolded,ok,
1ujp_A,12.06,7.7020739724177645,-4.357926027582236,18.991519261878686,0.0,121,122,153,barrier_below_unfolded,ok,
1v9e_A,2.2,0.1528879617871297,-2.0471120382128705,4.190667696996053,0.0,129,130,135,barrier_below_unfolded,ok,
2afg_A,4.97,0.44117934188987107,-4.528820658110129,20.51021655332506,0.0,64,65,70,barrier_below_unfolded,ok,
2bmv_A,0.63,14.450593693988736,13.820593693988735,191.0088100543212,0.0,81,82,125,barrier_below_unfolded,ok,
2g8c_O,17.8,28.692252672798134,10.892252672798133,118.64116828807806,0.0,122,123,183,barrier_below_unfolded,ok,
2kdi_A,7.89,4.873430234169717,-3.0165697658302824,9.099693152121365,0.0,56,57,71,barrier_below_unfolded,ok,
2kyc_A,4.81,2.3487440991047777,-2.461255900895222,6.057780609691551,0.0,53,54,66,barrier_below_unfolded,ok,
2ojr_A,4.3,0.6743164988282047,-3.625683501171795,13.145580850669367,0.0,54,55,63,barrier_below_unfolded,ok,
2oua_A,13.23,12.254648329387734,-0.975351670612266,0.9513108813661383,3.2354728182722283,93,174,183,,ok,
2pu3_A,3.42,6.119898099861516,2.6998980998615156,7.289449749635823,0.0,103,104,131,barrier_below_unfolded,ok,
2rn2_A,7.5,2.992213468551853,-4.507786531448147,20.320139413105316,0.0,77,78,91,barrier_below_unfolded,ok,
2sns_A,4.3,0.5551396810035101,-3.7448603189964897,14.02397880879449,0.0,70,71,78,barrier_below_unfolded,ok,
2trx_A,18.4,4.193234791802297,-14.206765208197702,201.8321776808567,0.0,53,54,71,barrier_below_unfolded,ok,
2vnd_A,6.5,0.3368685284349624,-6.163131471565038,37.98418953579542,0.0,103,104,109,barrier_below_unfolded,ok,
2za4_B,9.99,2.425138855606214,-7.564861144393786,57.22712413395887,0.0,44,45,55,barrier_below_unfolded,ok,
3aa3_A,3.22,3.2629176680502496,0.042917668050249436,0.0018419262308714012,0.0,77,78,91,barrier_below_unfolded,ok,
3bet_A,2.15,0.014485081952187784,-2.135514918047812,4.560423965204754,0.0,128,129,131,barrier_below_unfolded,ok,
3fqy_A,14.9,9.698105417805934,-5.2018945821940665,27.059707244259982,0.0,63,64,88,barrier_below_unfolded,ok,
3hnk_A,3.08,9.018319265255258,5.938319265255258,35.263635696101744,0.0,52,53,71,barrier_below_unfolded,ok,
3kvd_D,16.6,0.49476504445009084,-16.10523495554991,259.3785929734667,0.0,120,121,129,barrier_below_unfolded,ok,
3l0s_A,9.7,5.438176946871124,-4.261823053128875,18.163135736180728,0.0,111,112,136,barrier_below_unfolded,ok,
3lyz_A,10.2,3.413532724180669,-6.78646727581933,46.05613808576664,0.0,64,65,79,barrier_below_unfolded,ok,
4cnr_A,14.44,3.438400873800717,-11.001599126199283,121.03518333358882,0.0,128,129,169,barrier_below_unfolded,ok,
4o9s_A,30.19,1.4501514383501188,-28.739848561649882,825.9788953465688,0.0,87,88,100,barrier_below_unfolded,ok,
4orr_A,3.1,19.38157199843465,16.28157199843465,265.0895867402113,0.0,80,81,114,barrier_below_unfolded,ok,
5bv8_A,10.7,0.49906301071435166,-10.200936989285648,104.05911545937613,0.0,104,105,112,barrier_below_unfolded,ok,
6egz_A,4.3,9.356614213606619,5.056614213606619,25.56934730524849,0.0,53,54,71,barrier_below_unfolded,ok,
6hfo_A,14.2,0.45710457258964254,-13.742895427410357,188.8671747287365,0.0,76,77,82,barrier_below_unfolded,ok,
6kwc_A,26.9,24.934661040734085,-1.9653389592659138,3.8625572248084254,19.895381290609677,95,165,191,,ok,
8bu0_A,25.1,20.261815812849704,-4.838184187150297,23.40802622879118,0.0,67,68,96,barrier_below_unfolded,ok,
8bv9_A,6.86,0.11807492105512551,-6.741925078944875,45.453553770105856,0.0,46,47,49,barrier_below_unfolded,ok,
8kfh_A,11.8,3.3804503037076756,-8.419549696292325,70.88881708833618,0.0,79,80,94,barrier_below_unfolded,ok,
8r85_A,10.74,15.538944096505844,4.798944096505844,23.02986444138829,19.693178221525542,92,173,185,,ok,
9rnt_A,6.8,2.9294557443265177,-3.870544255673482,14.98111283512699,0.0,51,52,63,barrier_below_unfolded,ok,
